"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 21:44:44 GMT 2024","Tue Feb 27 21:44:44 GMT 2024","7","tests.unit.backend.layers.api","test_app","TestAPI","","","test__wmg_api_swagger_ui__returns_200",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","33","tests.unit.backend.layers.business","test_business","TestGetDataset","","","test_get_prior_published_versions_for_dataset","
        Given a canonical dataset id, return all its DatasetVersions that have been part of published CollectionVersions
        "
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","7","tests.unit.backend.layers.business","test_business","TestGetCollectionVersion","","","test_get_published_collection_version_for_published_collection_ok","
        A published collection can be obtained using `get_collection`
        "
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters96]",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","1","tests.unit.backend.layers.business","test_business","TestDeleteDataset","","","test_delete_artifacts_CollectionDeleteException_with_H5AD",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters47]",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","6","tests.unit.backend.layers.api","test_portal_api","TestDataset","","","test__get_dataset_asset__OK",""
"passed","Tue Feb 27 21:44:51 GMT 2024","Tue Feb 27 21:44:53 GMT 2024","2144","tests.unit.backend.layers.utils","test_aws_secret","TestAwsSecret","","","test_delete_of_existing_secret_deletes_secret",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","8","tests.unit.backend.layers.api","test_portal_api","TestCollectionPutUploadLink","","","test__reupload_while_processing_dataset__405","cannot reupload a dataset that is pending"
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters101]",""
"passed","Tue Feb 27 21:44:46 GMT 2024","Tue Feb 27 21:44:46 GMT 2024","41","tests.unit.backend.layers.api","test_curation_api","TestDeleteCollection","","","test__delete_revision_collection_by_collection_version_id",""
"passed","Tue Feb 27 21:44:46 GMT 2024","Tue Feb 27 21:44:46 GMT 2024","3","tests.unit.backend.layers.api","test_curation_api","TestPatchCollectionID","","","test__update_collection__Not_Owner",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","0","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters3]",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","7","tests.unit.backend.layers.business","test_business","TestDeleteDataset","","","test_cleanup_occurs_after_deletion_for_private_collection","
        Updated Dataset assets and rows in private Collection should not be deleted until after Collection is deleted
        "
"passed","Tue Feb 27 21:44:41 GMT 2024","Tue Feb 27 21:44:41 GMT 2024","4","tests.unit.processing","test_processing","ProcessingTest","","","test_process_cxg_success",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","11","tests.unit.backend.layers.business","test_business","TestGetAllCollections","","","test_get_all_collections_with_owner_ok","
        Only collection versions with the specified owner should be returned, including both published and unpublished
        "
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","2","tests.unit.processing","test_dataset_submissions","TestDatasetSubmissions","","","test__missing_collection_id__raises_error",""
"passed","Tue Feb 27 21:44:20 GMT 2024","Tue Feb 27 21:44:23 GMT 2024","2354","tests.unit.wmg_processing","test_cube_pipeline","TestCubePipe","","","test__pipeline_fails_if_census_schema_version_unsupported",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","8","tests.unit.backend.layers.business","test_business","TestUpdateCollectionDatasets","","","test_create_empty_dataset_version_for_current_dataset__error_if_published",""
"passed","Tue Feb 27 21:43:30 GMT 2024","Tue Feb 27 21:44:45 GMT 2024","75405","tests.unit.cellguide_pipeline","test_ontology_tree","OntologyTreeBuilderTests","","","test__ontology_tree_builder",""
"skipped","Tue Feb 27 21:44:51 GMT 2024","Tue Feb 27 21:44:51 GMT 2024","0","tests.unit.backend.layers.common","test_auth0_manager","TestSession","","","test_session_refresh",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","17","tests.unit.backend.layers.business","test_business","TestGetCollectionVersion","","","test_get_collection_version_for_tombstoned_collection","
        A tombstoned Collection's versions can only be obtained if the `get_tombstoned` flag is explicitly set to True
        "
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","1","tests.unit.backend.layers.business","test_business","TestUpdateCollectionDatasets","","","test_replace_dataset_on_empty_dataset_does_not_generate_new_ok","
        Calling `ingest_dataset` and specifying an existing dataset that is empty should start the ingestion
        without creating a new dataset version
        "
"passed","Tue Feb 27 21:44:38 GMT 2024","Tue Feb 27 21:44:38 GMT 2024","119","tests.unit.processing","test_h5ad_data_file","TestH5ADDataFile","","","test__to_cxg__simple_anndata_no_corpora_and_sparse",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","2","tests.unit.processing.schema_migration","test_collection_migrate","TestCollectionMigrate","","","test_can_publish_false_and_no_datasets",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","63","tests.unit.backend.layers.api","test_curation_api","TestGetDatasets","","","test_get_all_datasets_200",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters28]",""
"passed","Tue Feb 27 21:44:44 GMT 2024","Tue Feb 27 21:44:44 GMT 2024","15","tests.unit.backend.layers.api","test_cellguide_api","TestPostCellGuide","","","test__upload_bad_data",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","15","tests.unit.backend.layers.business","test_business","TestDeleteDataset","","","test_delete_published_dataset_in_revision__success",""
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","0","tests.unit.backend.layers.api","test_gene_info","GeneInfoAPIv1Tests","","","test_unexpected_ncbi_responses","Correctly identifies a valid search result from NCBI"
"passed","Tue Feb 27 21:44:53 GMT 2024","Tue Feb 27 21:44:53 GMT 2024","32","tests.unit.backend.layers.utils","test_aws_secret","TestAwsSecret","","","test_init_of_existing_secret_retrieves_secret_metadata",""
"passed","Tue Feb 27 21:46:23 GMT 2024","Tue Feb 27 21:47:27 GMT 2024","64214","tests.unit.wmg_processing","test_marker_genes","MarkerGenesTests","","","test_marker_genes_cube",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","43","tests.unit.backend.layers.utils","test_secret_config","TestSecretConfig","","","test_when_item_is_in_config_and_is_in_env_and_use_env_is_set_we_use_env",""
"passed","Tue Feb 27 21:44:51 GMT 2024","Tue Feb 27 21:44:51 GMT 2024","0","tests.unit.backend.layers.common","test_validation","","","","test__link__INVALID[protocol-google]",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","6","tests.unit.backend.layers.api","test_portal_api","TestUpdateCollection","","","test__update_collection__OK",""
"passed","Tue Feb 27 21:45:02 GMT 2024","Tue Feb 27 21:45:02 GMT 2024","136","tests.unit.backend.wmg.api","test_v2","WmgApiV2Tests","","","test__query_total_cell_count_per_cell_type",""
"passed","Tue Feb 27 21:45:01 GMT 2024","Tue Feb 27 21:45:01 GMT 2024","2","tests.unit.backend.wmg.api","test_v2","WmgApiV2Tests","","","test__query_missing_organism__request_returns_400",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","2","tests.unit.processing.schema_migration","test_publish_and_cleanup","TestPublishAndCleanup","","","test_can_not_publish",""
"passed","Tue Feb 27 21:44:39 GMT 2024","Tue Feb 27 21:44:39 GMT 2024","0","tests.unit.processing","test_handle_error","","","","test_parse_event_with_empty_event",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","9","tests.unit.backend.layers.api","test_curation_api","TestPatchCollectionID","","","test__update_collection__links_None_does_not_remove_publisher_metadata",""
"passed","Tue Feb 27 21:46:10 GMT 2024","Tue Feb 27 21:46:16 GMT 2024","6170","tests.unit.wmg_processing","test_expression_summary_default","ExpressionSummaryDefaultTests","","","test_expression_summary_default",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","1","tests.unit.backend.layers.business","test_business","TestUpdateCollectionDatasets","","","test_add_dataset_to_unpublished_collection_ok","
        A dataset can be added to a collection when `ingest_dataset` is called.
        The resulting dataset should be empty and in a state ready for processing.
        "
"passed","Tue Feb 27 21:44:46 GMT 2024","Tue Feb 27 21:44:46 GMT 2024","8","tests.unit.backend.layers.api","test_curation_api","TestGetCollections","","","test__collection_level_processing_status__PENDING",""
"passed","Tue Feb 27 21:44:20 GMT 2024","Tue Feb 27 21:44:20 GMT 2024","807","tests.unit.wmg_processing","test_cell_type_ordering","CellTypeOrderingTests","","","test_cell_type_orderings",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","6","tests.unit.backend.layers.business","test_business","TestGetDataset","","","test_get_dataset_status_for_uploaded_dataset_ok","
        Calling `get_dataset_status` should yield the processing status
        "
"passed","Tue Feb 27 21:44:51 GMT 2024","Tue Feb 27 21:44:51 GMT 2024","0","tests.unit.backend.layers.common","test_validation","","","","test_invalid_characters_in_field[\x00some data]",""
"passed","Tue Feb 27 21:44:53 GMT 2024","Tue Feb 27 21:44:54 GMT 2024","21","tests.unit.backend.wmg.api.common","test_rollup","","","","test__rollup[no_compare_dim_all_tissues_have_all_cell_types_except_root_cell_type-input_cell_counts_df5-expected_cell_counts_df5-input_gene_expr_df5-expected_gene_expr_df5]","
    Test that the `rollup` function correctly accumulates (or rolls up) gene-expression
    values FOR EACH expressed gene and cell count values up the cell type ANCESTOR paths
    grouped by (tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>).

    The input:

    1. A cell type ontology subgraph consisting of 4 cell types.

    CL:0000127
    ├── CL:0000644
    ├── CL:0002605
    └── CL:0002627

    2. A gene expression dataframe consisting of expression numeric values for each
    (gene_ontology_term_id, tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>) tuple.
    3. The gene expression dataframe also holds total cell counts per tissue_ontology_term_id.
    This value is held in a column called `n_cells_tissue`.
    6. A cell counts dataframe that consists of cell counts for each
    (tissue_ontology_term_id, cell_type_ontology_term_id, <compare_dimension>) tuple.
    7. We set the `n_cells_tissue` column values to 1000 for all rows
    in the gene expression dataframe.
    8. We set all other numeric column values to `1` in the gene expression dataframe.

    The expected output:

    1. A rolled up gene expression dataframe.
    2. A rolled up cell counts dataframe.
    3. Assert that `n_cells_tissue` column value in the rolled up gene expression dataframe
    does not change for all rows because it should not be rolled up the cell type ontology
    ancestor paths.
    4. Assert that other numeric column values (i.e the columns that are not `n_cells_tissue`)
    in the rolled up gene expression dataframe hold the correct rolled up values.
    5. Assert that the cell counts in the rolled up cell counts dataframe hold the correct
    rolled up values.
    "
"passed","Tue Feb 27 21:44:39 GMT 2024","Tue Feb 27 21:44:39 GMT 2024","1","tests.unit.processing","test_process_download","","","","test_estimate_resource_requirements_positive[adata0-memory_settings0-expected0]",""
"passed","Tue Feb 27 21:44:54 GMT 2024","Tue Feb 27 21:44:54 GMT 2024","53","tests.unit.backend.wmg.api","test_v2","WmgApiV2Tests","","","test__filter_request_with_filter_dims__returns_valid_filter_dims__base_case",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","13","tests.unit.backend.layers.business","test_business","TestCollectionOperations","","","test_get_all_collections_published_does_not_retrieve_old_versions","
        `get_collections` with is_published=True should not return versions that were previously
        published but have a new version
        "
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","5","tests.unit.backend.layers.auth","test_auth_keys","TestKeys","","","test__regenerate_key__201",""
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","3","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__post_collection_rejects_invalid_doi",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","24","tests.unit.backend.layers.api","test_portal_api","TestRevision","","","test__start_revision_of_a_collection_w_links__201","
        Start a revision of a collection with links.
        "
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","4","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__post_collection_rejects_two_dois",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","3","tests.unit.processing","test_dataset_metadata_update","TestValidArtifactStatuses","","","test_has_valid_artifact_statuses__invalid_cxg_status_1",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","29","tests.unit.backend.layers.business","test_business","TestDeleteDataset","","","test_cleanup_occurs_after_revision_is_canceled","
        New Dataset assets and rows not deleted until after revision is canceled (for previously-published Collection)
        "
"passed","Tue Feb 27 21:44:38 GMT 2024","Tue Feb 27 21:44:38 GMT 2024","21","tests.unit.processing","test_h5ad_data_file","TestH5ADDataFile","","","test__create_h5ad_data_file__obs_and_var_index_names_specified_doesnt_exist_raises_exception",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_matrix_utils","TestMatrixUtils","","","test__is_matrix_sparse__partially_populated_sparse_matrix_returns_true",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","1","tests.unit.processing.schema_migration","test_collection_migrate","TestCollectionMigrate","","","test_can_publish_false",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters102]",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","4","tests.unit.backend.layers.api","test_portal_api","TestCollectionPostUploadLink","","","test__link_no_auth__401",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","6","tests.unit.backend.layers.business","test_business","TestGetDataset","","","test_get_dataset_artifact_download_data_ok","
        Calling `get_dataset_artifact_download_data` should yield downloadable data
        "
"passed","Tue Feb 27 21:44:39 GMT 2024","Tue Feb 27 21:44:39 GMT 2024","0","tests.unit.processing","test_handle_error","","","","test_parse_event_with_error_cause",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","16","tests.unit.backend.layers.api","test_curation_api","TestGetDatasets","","","test_get_dataset_is_primary_data_shape",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","4","tests.unit.backend.layers.api","test_portal_api","TestUpdateCollection","","","test__update_with_invalid_collection_consortia",""
"passed","Tue Feb 27 21:44:46 GMT 2024","Tue Feb 27 21:44:46 GMT 2024","10","tests.unit.backend.layers.api","test_curation_api","TestGetCollections","","","test__get_collections_with_auth__OK_5","revision_of contains None if the collection is public"
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","11","tests.unit.backend.layers.api","test_portal_api","TestCollectionPutUploadLink","","","test__reupload_published_dataset_during_revision__202","
        Reupload a published dataset during a revision
        "
"passed","Tue Feb 27 21:44:54 GMT 2024","Tue Feb 27 21:44:54 GMT 2024","0","tests.unit.backend.wmg.api.common","test_wmg_api_helpers","","","","test_sanitize_api_query_dict[input_query4-expected_sanitized_query4]",""
"passed","Tue Feb 27 21:45:00 GMT 2024","Tue Feb 27 21:45:00 GMT 2024","55","tests.unit.backend.wmg.api","test_v2","WmgApiV2Tests","","","test__primary_filter_dimensions__returns_200",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters7]",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters94]",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","4","tests.unit.backend.layers.api","test_curation_api","TestAuthToken","","","test__post_token__401",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","3","tests.unit.processing","test_dataset_metadata_update","TestValidArtifactStatuses","","","test_has_valid_artifact_statuses__invalid_cxg_status_0",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","16","tests.unit.backend.layers.business","test_business","TestCollectionOperations","","","test_resurrect_collection_with_tombstoned_dataset_ok","
        Individually-tombstoned Datasets should remain tombstoned after resurrection of their parent Collection.
        "
"passed","Tue Feb 27 21:47:46 GMT 2024","Tue Feb 27 21:47:46 GMT 2024","1","tests.unit.wmg_processing","test_tissue_mapper","TissueMapperTest","","","test__high_level_tissue_retrieval_does_not_exist",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","5","tests.unit.backend.layers.api","test_curation_api","TestPostDataset","","","test_post_datasets_nonexistent_collection_403",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","59","tests.unit.processing","test_dataset_metadata_update","TestDatasetMetadataUpdaterWorker","","","test_update_rds",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","0","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters105]",""
"passed","Tue Feb 27 21:44:39 GMT 2024","Tue Feb 27 21:44:41 GMT 2024","1658","tests.unit.processing","test_processing","ProcessingTest","","","test_process_all",""
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","16","tests.unit.backend.layers.api","test_portal_api","TestDataset","","","test__get_all_datasets_for_user_index",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","5","tests.unit.backend.layers.api","test_curation_api","TestPostDataset","","","test_post_datasets_returns_canonical_id","
        POST /datasets returns the canonical dataset id on creation.
        "
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","10","tests.unit.backend.layers.api","test_portal_api","TestPublishRevision","","","test__publish_revision_with_all_removed_datasets__409","
        Unable to publish a revision with no datasets.
        "
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","19","tests.unit.backend.layers.api","test_portal_api","TestCollection","","","test__list_collection__check_owner__auth",""
"passed","Tue Feb 27 21:44:51 GMT 2024","Tue Feb 27 21:44:51 GMT 2024","0","tests.unit.backend.layers.common","test_validation","","","","test__link__OK[data_source-https://www.google.com]",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","0","tests.unit.processing.schema_migration","test_gather_collections","TestGatherCollections","","","test_with_revision",""
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","10","tests.unit.backend.layers.api","test_portal_api","TestUpdateCollection","","","test__set_collection_version_datasets_order_invalid_collection__403",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","3","tests.unit.backend.layers.business","test_business","TestUpdateDataset","","","test_update_dataset_status_validation_message_ok","
        The dataset validation message can be updated using `update_dataset_status`
        "
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters9]",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","1","tests.unit.backend.layers.api","test_curation_api","TestPutLink","","","test__new_from_link__OK","
        Calling PUT /datasets/:dataset_id should succeed if a valid link is uploaded by the owner of the collection or
        a super curator
        "
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","37","tests.unit.backend.layers.business","test_business","TestGetAllCollections","","","test_get_all_collections_unfiltered_ok","
        All the collection versions for all collections should be returned by `get_collections`, including published,
        unpublished, and all owners.
        "
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","3","tests.unit.backend.layers.api","test_portal_api","TestUpdateCollection","","","test__update_collection__403",""
"passed","Tue Feb 27 21:45:03 GMT 2024","Tue Feb 27 21:45:03 GMT 2024","374","tests.unit.backend.wmg.api","test_v2","WmgApiV2Tests","","","test__schema4__filter_request_with_nonempty_criteria__excludes_comma_delimited_ethnicity_values",""
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","0","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters115]",""
"passed","Tue Feb 27 21:44:37 GMT 2024","Tue Feb 27 21:44:37 GMT 2024","13","tests.unit.processing","test_dataset_metadata_update","TestUpdateMetadataHandler","","","test_update_metadata",""
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","0","tests.unit.backend.layers.api","test_gene_info","GeneInfoAPIv1Tests","","","test_parse_xml_tree_missing_values","
        Returns correct dictionary with missing values if given XML tree with missing values
        "
"passed","Tue Feb 27 21:44:49 GMT 2024","Tue Feb 27 21:44:49 GMT 2024","0","tests.unit.backend.layers.business","test_business","TestCreateCollection","","","test_create_collection_with_doi_error_ignores_metadata_ok","
        A collection with an invalid DOI will be created with empty publisher metadata
        "
"passed","Tue Feb 27 21:44:48 GMT 2024","Tue Feb 27 21:44:48 GMT 2024","3","tests.unit.backend.layers.api","test_gene_info","GeneInfoAPIv1Tests","","","test_gene_info_with_id","
        Successfully calls NCBIProvider fetch and search functions with a parameter of only gene ID
        "
"passed","Tue Feb 27 21:44:59 GMT 2024","Tue Feb 27 21:44:59 GMT 2024","1","tests.unit.backend.layers.utils","test_type_conversion_utils","","","","test_type_inference[parameters42]",""
"passed","Tue Feb 27 21:44:47 GMT 2024","Tue Feb 27 21:44:47 GMT 2024","5","tests.unit.backend.layers.api","test_curation_api","TestGetDatasets","","","test_get_datasets_nonexistent_collection_4xx",""
"passed","Tue Feb 27 21:44:53 GMT 2024","Tue Feb 27 21:44:53 GMT 2024","330","tests.unit.backend.wmg.api.common","test_expression_dotplot","ExpressionDotPlotTest","","","test__query_non_indexed_dim_single_valued__returns_correct_result",""
"passed","Tue Feb 27 21:44:50 GMT 2024","Tue Feb 27 21:44:50 GMT 2024","1","tests.unit.backend.layers.business","test_business","TestCollectionOperations","","","test_publish_collection_with_no_datasets_fail","
        Publishing a collection version with no datasets should fail
        "
